MAX_STRENGTH;Max Strength;Puissance max;Max. Stärke;;Fuerza máxima;;;;;;;;;x;
submarine_technology_desc;Submarines are small, stealthy warships which fire lethal torpedoes from beneath the waves. They are very effective at raiding convoys, but are vulnerable to destroyers and aircraft. If we research submarine designs we will be able to build submarine flotillas in our shipyards.;Les sous-marins sont de petits navires de guerre furtifs qui tirent des torpilles mortelles lorsqu'ils sont immergés. Ils sont très efficaces pour attaquer des convois mais sont vulnérables face aux destroyers et aux avions. Si nous étudions les conceptions de sous-marins, nous serons en mesure de construire des flottilles de sous-marins dans nos chantiers navals.;U-Boote sind kleine Kriegsschiffe, die ihre tödlichen Torpedos im getauchten Zustand abschießen. Sie sind effizient für Überfälle auf Konvois, jedoch anfällig gegen Zerstörer und Flugzeuge. Wenn wir U-Boot-Designs erforschen würden, könnten wir in unseren Werften U-Boot-Flottillen bauen.;;Los submarinos son buques de guerra pequeños y sigilosos que lanzan torpedos letales por debajo de las olas. Son muy eficaces en el asalto de convoyes, pero vulnerables contra destructores y aviones. Si investigamos los diseños de submarinos, podremos construir flotillas de submarinos en nuestros astilleros.;;;;;;;;;x,;
submarine_torpedoes_desc;The submarine's main weapon is the torpedo. Newer torpedo models have bigger warheads to cause more damage and better engines so they can travel faster and further. Researching them will make our submarines more effective against warships and convoys. ;L'arme principale du sous-marin est la torpille. Les modèles plus récents sont munies de plus grosses ogives leur permettant d'infliger plus de dégâts et de meilleurs moteurs leur permettant de se déplacer plus vite et plus loin. Des recherches dans ces domaines rendront nos sous-marins plus efficaces face aux navires de guerre et aux convois. ;Die Hauptwaffe des U-Boots ist der Torpedo. Neuere Torpedomodelle haben größere Sprengköpfe für bessere Sprengwirkung, schnellere Antriebe und größere Reichweite. Ihre Erforschung würde unsere U-Boote effizienter gegen Kriegsschiffe und Konvois machen.;;El arma principal del submarino es el torpedo. Los modelos de torpedo más recientes tienen mayores cabezas explosivas y mejores motores, por lo que pueden viajar más deprisa y más lejos. Su investigación hará que nuestros submarinos sean más eficaces contra buques de guerra y convoyes. ;;;;;;;;;x,,,;
submarine_antiaircraft_desc;Submarines carry small anti-aircraft guns. By improving these guns, we can refit our submarines and give them better protection against air attack;Les sous-marins sont munis de canons antiaériens légers. En améliorant ces canons, nous pourrons réarmer nos sous-marins et améliorer leur protection face aux attaques aériennes.;U-Boote sind mit kleinkalibrigen Flakgeschützen ausgerüstet. Durch die Verbesserung dieser Geschütze könnten wir die Flugabwehrfähigkeiten unserer U-Boote verbessern.;;Los submarinos están equipados con cañones antiaéreos ligeros. Si mejoramos estos cañones, podremos reequipar a nuestros submarinos para que puedan protegerse mejor contra los ataques aéreos.;;;;;;;;;x,,;
submarine_engine_desc;Submarines are quite slow and short-ranged. By researching better diesel engines for use on the surface and better electric motors for use underwater, we will be able to build submarines with more speed and endurance.;Les sous-marins sont relativement lents et leur rayon d'action est plutôt limité. La recherche de meilleurs moteurs diesel destinés à être utilisés à la surface et de meilleurs moteurs électriques destinés à être utilisés sous l'eau nous permettra de construire des sous-marins plus rapides et plus résistants.;U-Boote sind relativ langsam und haben nur geringe Reichweite. Durch die Erforschung besserer Dieselantriebe für die Überwasserfahrt und besserer Elektroantriebe für die Unterwasserfahrt könnten wir die Geschwindigkeit und Einsatzdauer unserer U-Boote steigern.;;Los submarinos son bastante lentos y tienen una autonomía escasa. Si investigamos mejores motores diésel para uso en superficie, y mejores motores eléctricos para uso submarino, podremos construir submarinos más rápidos y duraderos.;;;;;;;;;x,,;
submarine_hull_desc;To escape attack, submarines must dive underwater. The stronger the hull of a submarine is, the deeper it can dive, and the more likely it is to survive a depth-charge attack. If we improve our submarine hull designs we will be able to build submarines which are more resistant to damage.;Les sous-marins peuvent s'immerger pour échapper à une attaque. Plus la coque d'un sous-marin est solide, plus il pourra plonger profondément et plus il sera susceptible de résister à une attaque de grenade sous-marine. Si nous améliorons les conceptions de coque de nos sous-marins, nous serons en mesure de construire des sous-marins résistant davantage aux dégâts.;Zur Flucht vor Angriffen müssen U-Boote tauchen. Je stärker der Rumpf eines U-Bootes ist, desto tiefer kann es tauchen. Die Rumpfstärke erhöht auch die Überlebenschancen bei Wasserbombenangriffen. Wenn wir unsere U-Boot-Designs verbessern würden, könnten wir widerstandsfähigere U-Boote bauen.;;Para huir del ataque, los submarinos tienen que sumergirse. Cuanto más fuerte sea el casco de un submarino, a más profundidad podrá sumergirse, y mayores serán sus probabilidades de sobrevivir a un ataque con cargas de profundidad. Si mejoramos los diseños de los cascos de nuestros submarinos, podremos construir submarinos más resistentes al daño.;;;;;;;;;x;
submarine_sonar_desc;Submarines are blind when deep underwater. If we can equip them with SONAR sets then they will be able to detect enemy ships and submarines without revealing their presence. We will be able to upgrade our submarines so they can spot the enemy more easily.;Les sous-marins naviguent à l'aveuglette lorsqu'ils sont immergés profondément. Si nous les équipons de SONARS, il leur sera possible de détecter les navires et sous-marins ennemis sans révéler leur présence. Nous serons en mesure d'améliorer nos sous-marins pour qu'ils puissent repérer l'ennemi plus facilement.;U-Boote sind tief unter Wasser wie blind. Ihre Ausrüstung mit Sonargeräten würde bedeuten, dass sie feindliche Schiffe und U-Boote ohne Preisgabe ihrer eigenen Position orten könnten. Wir wären in der Lage, die Ortungsfähigkeiten unserer U-Boote aufzuwerten.;;Los submarinos están ciegos cuando se encuentran en las profundidades. Si podemos equiparlos con equipos de sonar, podrán detectar buques y submarinos enemigos sin revelar su presencia. Podremos mejorar nuestros submarinos para que detecten al enemigo con más facilidad.;;;;;;;;;x,,,;
submarine_airwarningequipment_desc;Many submarines are sunk when an enemy aircraft pounces on them without warning. If we give submarines equipment like RADAR to detect enemy aircraft, this will not happen so often. We will be able to refit our submarines so they can spot enemy aircraft more easily.;De nombreux sous-marins sombrent lorsqu'un avion ennemi les attaque subitement. Cela ne se produira pas aussi souvent si nous dotons nos sous-marins d'équipements RADAR permettant de détecter les avions ennemis. Il nous sera possible de réarmer nos sous-marins afin qu'ils puissent repérer les avions ennemis plus facilement.;Viele U-Boote werden durch überraschende Fliegerangriffe versenkt. Wenn wir unsere U-Boote mit Radargeräten ausrüsten könnten, würde dies nicht so oft passieren. Wir wären in der Lage, die Flugortungsfähigkeiten unserer U-Boote aufzuwerten.;;Muchos submarinos son hundidos cuando un avión enemigo los ataca en picado de improviso. Si les equipamos con materiales, como el RADAR, para detectar la aviación enemiga, esto dejará de ocurrir tan a menudo. Podremos mejorar nuestros submarinos para que detecten a la aviación enemiga con más facilidad.;;;;;;;;;x,,;
lighttank_brigade;Light Tank Brigade;Brigade de chars légers;Leichte Panzerbrigade;;Brigada de tanques ligeros;;;;;;;;;x;
lighttank_gun;Light Tank Gun;Canon de char léger;Leichter Panzer: Kanone;;Cañón de carro ligero;;;;;;;;;x;
lighttank_engine;Light Tank Engine;Moteur de char léger;Leichter Panzer: Motor;;Motor de tanque ligero;;;;;;;;;x;
lighttank_armour;Light Tank Armour;Blindage de char léger;Leichter Panzer: Panzerung;;Blindaje de tanque ligero;;;;;;;;;x;
lighttank_reliability;Light Tank Reliability;Fiabilité du char léger;Leichter Panzer: Zuverlässigkeit;;Fiabilidad de tanque ligero;;;;;;;;;x;
tank_brigade;Medium Tank Brigade;Brigade de chars moyens;Mittlere Panzerbrigade;;Brigada de tanques medios;;;;;;;;;x;
tank_gun;Medium Tank Gun;Canon de char moyen;Mittlerer Panzer: Kanone;;Cañón de carro medio;;;;;;;;;x;
tank_engine;Medium Tank Engine;Moteur de char moyen;Mittlerer Panzer: Motor;;Motor de tanque medio;;;;;;;;;x;
tank_armour;Medium Tank Armour;Blindage de char moyen;Mittlerer Panzer: Panzerung;;Blindaje de tanque medio;;;;;;;;;x;
tank_reliability;Medium Tank Reliability;Fiabilité du char moyen;Mittlerer Panzer: Zuverlässigkeit;;Fiabilidad de tanque medio;;;;;;;;;x;
heavy_tank_brigade;Heavy Tank Brigade;Brigade de chars lourds;Schwere Panzerbrigade;;Brigada de tanques pesados;;;;;;;;;x;
heavy_tank_gun;Heavy Tank Gun;Canon de char lourd;Schwerer Panzer: Kanone;;Cañón de carro pesado;;;;;;;;;x;
heavy_tank_engine;Heavy Tank Engine;Moteur de char lourd;Schwerer Panzer: Motor;;Motor de tanque pesado;;;;;;;;;x;
heavy_tank_armour;Heavy Tank Armour;Blindage de char lourd;Schwerer Panzer: Panzerung;;Blindaje de tanque pesado;;;;;;;;;;x,,,,
heavy_tank_reliability;Heavy Tank Reliability;Fiabilité de char lourd;Schwerer Panzer: Zuverlässigkeit;;Fiabilidad de tanque pesado;;;;;;;;;;x,,,,
armored_car_brigade_development;Armored Car Brigade;Véhicule blindé;Panzerwagen;;Vehículo blindado;;;;;;;;;x;
armored_car_armour;Armoured Car Armour;Blindage de véhicule blindé;Panzerwagen: Panzerung;;Blindaje de vehículo blindado;;;;;;;;;;x,,,,
armored_car_gun;Armoured Car Gun;Canon de véhicule blindé;Panzerwagen: Kanone;;Cañón de vehículo blindado;;;;;;;;;x;,,,,
SP_brigade;Self-Propelled Artillery Brigade;Brigade d'artillerie automoteur;Artillerie auf Selbstfahrlafette;;Brigada de artillería autopropulsada;;;;;;;;;x;,,,,
mechanised_infantry;Mechanised Infantry;Infanterie mécanisée;Mechanisierte Infanterie;;Infantería mecanizada;;;;;;;;;x;,,,,
super_heavy_tank_brigade;Super Heavy Tank Brigade;Brigade de chars super lourds;Superschwere Panzerbrigade;;Brigada de tanques superpesados;;;;;;;;;;x,,,,
super_heavy_tank_gun;Super Heavy Tank Gun;Canon de char super lourd;Superschwerer Panzer: Kanone;;Cañón de carro superpesado;;;;;;;;;;x,,,,
super_heavy_tank_engine;Super Heavy Tank Engine;Moteur de char super lourd;Superschwerer Panzer: Motor;;Motor de tanque superpesado;;;;;;;;;;x,,,,
super_heavy_tank_armour;Super Heavy Tank Armour;Blindage de char super lourd;Superschwerer Panzer: Panzerung;;Blindaje de tanque superpesado;;;;;;;;;;x,,,,
super_heavy_tank_reliability;Super Heavy Tank Reliability;Fiabilité du char super lourd;Superschwerer Panzer: Zuverl.;;Fiabilidad de tanque superpesado;;;;;;;;;;x,,,,
lighttank_brigade_desc;We can take our knowledge from developing armoured cars and research combat brigades of tanks. Light armour brigades have better protection than armoured cars, making them less vulnerable to small arms and other soft attacks. They are also highly mobile and offer the ability to build divisions that utilise combined arms tactics.;Nous pouvons nous inspirer des connaissances acquises au cours du développement de véhicules blindés pour constituer des brigades de chars. Les brigades de blindés légers disposent d'une meilleure protection par rapport aux véhicules blindés, ce qui les rend moins vulnérables aux armes légères. Elles sont très mobiles et donnent l'opportunité de créer des divisions utilisant la tactique des armes comb.;Wir können unser Wissen aus der Panzerwagenproduktion zur Erforschung von Panzerbrigaden verwenden. Leichte Panzer sind besser geschützt als Panzerwagen und daher weniger anfällig gegen Beschuss aus Handfeuerwaffen und anderen kleinkalibrigen Waffen. Darüber hinaus sind sie äußerst mobil und ermöglichen den Aufbau von Divisionen, die am taktischen Konzept der Operation verbundener Kräfte ausgerichtet sind.;;Podemos aprovechar nuestros conocimientos derivados del desarrollo de vehículos blindados e investigar las brigadas de combate de tanques. Las brigadas acorazadas ligeras gozan de mejor protección que los vehículos blindados, haciéndolas menos vulnerables a las armas portátiles y otros ataques "no blindados". Son asimismo muy móviles y ofrecen la capacidad de construir divisiones que empleen las tácticas de armamento combinado.;;;;;;;;;x;,,,
lighttank_gun_desc;To make the most of our light armoured brigades, they should have enough firepower to punch through enemy divisions quickly. By developing new guns to place on our tanks, they will be able to damage and break enemy units more quickly. However this comes at the price of a little reliability, meaning we may lose more tanks to mechanical faults when we attack.;Pour utiliser au mieux nos brigades de blindés légers, elles doivent être dotées de suffisamment de puissance de feu pour pouvoir perforer le blindage des divisions ennemies plus rapidement. En développant de nouveaux canons dans le but d'en équiper vos chars, vous pourrez endommager et disperser plus rapidement les unités ennemies. Cependant, ceci aura un certain coût en terme de fiabilité.;Zum optimalen Einsatz unserer leichten Panzerbrigaden sollten die Panzer über genügend Feuerkraft verfügen, um feindliche Divisionen schnell durchstoßen zu können. Die Entwicklung neuer Panzerkanonen würde diese Fähigkeit verbessern, jedoch auf Kosten geringerer Zuverlässigkeit: Wir würden bei unseren Angriffen mehr Panzer durch mechanische Defekte verlieren.;;Para aprovechar al máximo nuestras brigadas acorazadas ligeras, deberían contar con suficiente potencia de fuego como para abrir brechas en las divisiones enemigas. Si desarrollamos nuevos cañones para los tanques, podremos dañar y desbaratar unidades enemigas más rápidamente. Sin embargo, esto se conseguirá sacrificando algo de fiabilidad, lo que implica que podremos perder más tanques por fallos mecánicos durante el ataque.;;;;;;;;;x;,
lighttank_engine_desc;Mobility is a key criterion for any land unit, but especially so for our light armour brigades. Recent advances in engine technology show we can improve the speed of these tanks. However, the new engines may not be as reliable, especially when we are on the offensive.;La mobilité est une caractéristique fondamentale pour toute unité terrestre et tout spécialement pour nos brigades de blindés légers. Les progrès récents de la technologie du moteur nous ont montré qu'il nous était possible d'augmenter la vitesse de ces chars. Cependant, il se peut que les nouveaux moteurs ne soient pas aussi fiables, spécialement lorsque nous prenons l'offensive.;Mobilität ist für jede Bodeneinheit ein wichtiger Faktor, und besonders für unsere leichten Panzerbrigaden. Jüngste Motor-Neuentwicklungen zeigen, dass wir die Geschwindigkeit dieser Panzer erhöhen können. Die neuen Motoren könnten sich jedoch besonders im Angriff als weniger zuverlässig erweisen.;;La movilidad es la clave para cualquier unidad terrestre, pero especialmente para las brigadas acorazadas ligeras. Recientes avances en la tecnología del motor indican que podemos mejorar la velocidad de estos tanques. No obstante, puede que los nuevos motores no sean tan fiables, especialmente cuando ataquemos.;;;;;;;;;x;,
lighttank_armour_desc;As enemy weapons advance, they pose an increased threat to our armoured units. If we research new armour for our light armoured brigades, this should help defend against these weapons. New armour will mean divisions with these tanks will take fewer losses. However, the increased weight of the armour does slow our tanks down.;L'évolution des armes ennemies représente une menace grandissante pour nos unités blindées. Si nous étudions de nouveaux blindages pour nos brigades de chars légers, ceci devrait nous aider à nous défendre contre ces armes. Grâce à ces nouveaux blindages, les divisions composées de chars légers subiront moins de pertes. Cependant, le poids plus important du blindage ralentit nos chars.;Die Weiterentwicklung feindlicher Waffen stellt für unsere gepanzerten Einheiten eine zunehmend große Bedrohung dar. Wenn wir neue Panzerungen für unsere leichten Panzerbrigaden erforschen würden, sollten sie sich besser gegen diese Waffen verteidigen können. Neue Panzerungen würden in geringeren Verlusten von Divisionen mit diesen Panzer resultieren, diese aber durch das erhöhte Gewicht verlangsamen.;;El avance de las armas enemigas supone una amenaza creciente contra nuestras unidades acorazadas. Si investigamos nuevo blindaje para nuestras brigadas acorazadas ligeras, podrían defenderse contra esas armas. El nuevo blindaje supondrá que las divisiones con esos tanques sufrirán menos bajas. Aun así, el peso cada vez mayor del blindaje ralentizará nuestros tanques.;;;;;;;;;x;,
lighttank_reliability_desc;All the firepower, armour and mobility of a tank is wasted if it is unreliable and breaks down. If we develop new, more rugged designs and systems for quickly repairing minor problems, then our tanks will be more reliable. This means that divisions with light armour brigades will take fewer losses, especially when attacking.;La puissance de feu, le blindage et la mobilité du char sont tous trois inutiles s'il n'est pas fiable et tombe en panne. Si nous inventons des conceptions plus solides et des systèmes permettant de réparer plus rapidement les problèmes mineurs, alors nos chars seront plus fiables. Ainsi, nos divisions comportant des brigades de blindés légers subiront moins de pertes, spécialement lorsqu'elles attaquent.;Wenn ein Panzer unzuverlässig ist und aufgrund mechanischer Probleme ausfällt, werden seine Feuerkraft, Panzerung und Mobilität verschwendet. Die Entwicklung einfacherer Systeme zur Schnellreparatur kleinerer Probleme würde die Zuverlässigkeit unserer Panzer steigern. Dies bedeutet, dass Divisionen mit leichten Panzerbrigaden besonders beim Angriff weniger Verluste erleiden würden.;;Toda la potencia de fuego, blindaje y movilidad de un tanque se echa a perder si no es fiable y se avería. Si diseñamos nuevos sistemas más duros que permitan una rápida reparación de problemas menores, nuestros tanques serán más fiables. Esto quiere decir que las divisiones con brigadas acorazadas ligeras sufrirán menos bajas, especialmente mientras ataquen.;;;;;;;;;x;
tank_brigade_desc;Our light tank designs combine firepower, mobility and defensiveness. However, combat analysis suggests that they are too heavily geared towards mobility. By trying to balance all three elements we should be able to produce a superior front-line tank. However this will come at additional time and cost on the production line.;Nos conceptions de chars légers allient puissance de feu, mobilité et capacités offensives. Cependant, l'analyse des combats suggère qu'ils sont trop lourdement équipés aux dépens de la mobilité. En essayant d'équilibrer ces trois caractéristiques, nous devrions être en mesure de produire un char de qualité supérieure pour la ligne de front. Cependant, ceci représentera un coût supplémentaire en termes de temps et d'argent pour la chaîne de production.;Unsere leichten Panzer kombinieren Feuerkraft, Mobilität und Verteidigungsstärke. Die Gefechtsauswertung lässt jedoch darauf schließen, dass sie zu sehr auf Mobilität ausgelegt sind. Durch Ausgleichsversuche dieser drei Aspekte sollten wir in der Lage sein, einen überlegenen Frontpanzer zu bauen. Dies würde jedoch die Bauzeit verlängern und die Baukosten in die Höhe treiben.;;Nuestros diseños de tanques ligeros combinan potencia de fuego, movilidad y capacidad defensiva. Aun así, los análisis del combate sugieren que están demasiado orientados a la movilidad. Si tratamos de equilibrar los tres elementos, podremos producir un tanque superior para el frente. No obstante, esto incurrirán en mayores plazos y costes de cara a la producción.;;;;;;;;;x,,;
tank_gun_desc;To make the most of our armoured brigades, they should have enough firepower to punch through enemy divisions quickly. By developing new guns to place on our tanks, they will be able to damage and break enemy units more quickly. However, this comes at the price of a little reliability, which means that we may lose more tanks to mechanical faults when we attack.;Pour utiliser au mieux nos brigades de blindés légers, elles doivent être dotées de suffisamment de puissance de feu pour pouvoir perforer le blindage des divisions ennemies plus rapidement. En développant de nouveaux canons dans le but d'en équiper vos chars, vous pourrez endommager et disperser plus rapidement les unités ennemies. Cependant, ceci aura un certain coût en terme de fiabilité.;Zum optimalen Einsatz unserer Panzerbrigaden sollten die Panzer über genügend Feuerkraft verfügen, um feindliche Divisionen schnell durchstoßen zu können. Die Entwicklung neuer Panzerkanonen würde diese Fähigkeit verbessern, jedoch auf Kosten geringerer Zuverlässigkeit: Wir würden bei unseren Angriffen mehr Panzer durch mechanische Defekte verlieren.;;Para aprovechar al máximo nuestras brigadas acorazadas, deberían contar con suficiente potencia de fuego como para abrir brechas en las divisiones enemigas rápidamente. Si desarrollamos nuevos cañones para nuestros tanques, podremos dañar y desbaratar unidades enemigas más rápido. Sin embargo, esto se conseguirá sacrificando algo de fiabilidad, lo que implica que podremos perder más tanques por fallos mecánicos durante el ataque.;;;;;;;;;x;
tank_engine_desc;Mobility is a key criteron for any land unit and we must make sure our armoured brigades are not slowed down too much by their improved armour and weapons. Recent advances in engine technology show we can improve the speed of these tanks. However, the new engines may not be as reliable, especially when we are on the offensive.;La mobilité est une caractéristique fondamentale pour toute unité terrestre: nous devons nous assurer que l'amélioration du blindage et des armes ne ralentisse pas trop nos brigades de blindés. Les progrès récents de la technologie du moteur nous ont montré qu'il nous était possible d'augmenter la vitesse de ces chars. Cependant, il se peut que les nouveaux moteurs ne soient pas aussi fiables, spécialement lorsque nous prenons l'offensive.;Mobilität ist für jede Bodeneinheit ein wichtiger Faktor. Wir müssen verhindern, dass unsere Panzerbrigaden aufgrund verbesserter Panzerungen und Waffen nicht zu langsam werden. Jüngste Motor-Neuentwicklungen zeigen, dass wir die Geschwindigkeit dieser Panzer erhöhen können. Die neuen Motoren könnten sich jedoch besonders im Angriff als weniger zuverlässig erweisen.;;La movilidad es la clave para cualquier unidad terrestre, y debemos asegurarnos de que nuestras brigadas acorazadas no pierdan punta de velocidad debido a su blindaje y armamento mejorado. Recientes avances en la tecnología del motor indican que podemos mejorar la velocidad de estos tanques. No obstante, puede que los nuevos motores no sean tan fiables, especialmente cuando ataquemos.;;;;;;;;;x,,;
tank_armour_desc;As enemy weapons advance, they pose an increased threat to our armoured units. If we research new armour for our units, then this should help defend against these weapons. New armour means that divisions with these tanks will take fewer losses. However, the increased weight of the armour does slow our tanks down.;L'évolution des armes ennemies représente une menace grandissante pour nos unités blindées. Si nous étudions de nouveaux blindages pour nos brigades de chars légers, ceci devrait nous aider à nous défendre contre ces armes. Grâce à ces nouveaux blindages, les divisions composées de chars légers subiront moins de pertes. Cependant, le poids plus important du blindage ralentit nos chars.;Die Weiterentwicklung feindlicher Waffen stellt für unsere gepanzerten Einheiten eine zunehmend große Bedrohung dar. Wenn wir neue Panzerungen für unsere Panzerbrigaden erforschen würden, sollten sie sich besser gegen diese Waffen verteidigen können. Neue Panzerungen würden in geringeren Verlusten von Divisionen mit diesen Panzer resultieren, diese aber durch das erhöhte Gewicht verlangsamen.;;El avance de las armas enemigas supone una amenaza creciente contra nuestras unidades acorazadas. Si investigamos nuevo blindaje para nuestras brigadas acorazadas, podrían defenderse contra esas armas. El nuevo blindaje supondrá que las divisiones con esos tanques sufrirán menos bajas. Aun así, el peso cada vez mayor del blindaje ralentizará nuestros tanques.;;;;;;;;;x,;
tank_reliability_desc;All the firepower, armour and mobility of a tank is wasted if it is unreliable and breaks down. If we develop new and more rugged designs and systems for quickly repairing minor problems, then our tanks will be more reliable. This means that divisions with armoured brigades will take fewer losses, especially when attacking.;La puissance de feu, le blindage et la mobilité du char sont tous trois inutiles s'il n'est pas fiable et tombe en panne. Si nous inventons des conceptions plus solides et des systèmes permettant de réparer plus rapidement les problèmes mineurs, alors nos chars seront plus fiables. Ainsi, nos divisions comportant des brigades de blindés subiront moins de pertes, spécialement lorsqu'elles attaquent.;Wenn ein Panzer unzuverlässig ist und aufgrund mechanischer Probleme ausfällt, werden seine Feuerkraft, Panzerung und Mobilität verschwendet. Die Entwicklung einfacherer Systeme zur Schnellreparatur kleinerer Probleme würde die Zuverlässigkeit unserer Panzer steigern. Dies bedeutet, dass Divisionen mit Panzerbrigaden besonders beim Angriff weniger Verluste erleiden würden.;;Toda la potencia de fuego, blindaje y movilidad de un tanque se echa a perder si no es fiable y se avería. Si diseñamos nuevos sistemas más duros que permitan una rápida reparación de problemas menores, nuestros tanques serán más fiables. Esto quiere decir que las divisiones con brigadas acorazadas sufrirán menos bajas, especialmente mientras ataquen.;;;;;;;;;x,;
heavy_tank_brigade_desc;As enemy weapons advance, our tank brigades will inevitably start to become more vulnerable and suffer losses. No nation can suffer the loss of too many such units. Therefore we may want to consider developing heavy armour that will take fewer losses in combat. However, these new units will be more costly to produce and run, and are not as fast as other tank brigades.;Nos brigades de chars commenceront inévitablement à devenir plus vulnérables et à subir plus de pertes du fait de l'évolution des armes ennemies. Aucune nation ne peut se permettre de perdre trop d'unités. De ce fait, nous pourrions envisager le développement de blindés, ce qui réduira nos pertes au combat. Cependant, la production et l'exploitation de ces nouvelles unités seront plus coûteuses et ne seront pas aussi rapides que les autres brigades de chars. ;Durch die Weiterentwicklung feindlicher Waffen werden unsere Panzerbrigaden zwangsläufig immer anfälliger werden und stärkere Verluste erleiden. Deswegen sollten wir zur Reduzierung unserer Verluste den Bau von schweren Panzern in Erwägung ziehen. Diese neuen Panzer wären jedoch hinsichtlich Bau- und Wartungskosten teurer, und außerdem nicht so schnell wie andere Panzerbrigaden.;;A medida que mejoran las armas del enemigo, nuestras brigadas de tanques serán inevitablemente cada vez más vulnerables y sufrirán bajas. Ninguna nación puede encajar la pérdida de demasiadas unidades. Así, puede que debamos pensar en desarrollar un blindaje pesado que reduzca nuestras bajas en combate. No obstante, estas nuevas unidades serán más caras de producir y no serán tan rápidas como las demás brigadas de tanques. ;;;;;;;;;x,;
heavy_tank_gun_desc;To make the most of our heavy armoured brigades, they should have enough firepower to knock back anything that opposes them. By developing new guns to place on our tanks, they will be able to wear down enemy units more quickly. However, this comes at the price of a little reliability, which means that we may lose more tanks to mechanical faults when we attack.;Pour utiliser au mieux nos brigades de blindés lourds, elles doivent disposer de suffisamment de puissance de feu pour pouvoir repousser plus rapidement tout ce qui s'oppose à eux. En développant de nouveaux canons dans le but d'en équiper vos chars, vous pourrez endommager plus rapidement les unités ennemies. Cependant, ceci aura un certain coût en terme de fiabilité.;Zum optimalen Einsatz unserer schwerer Panzerbrigaden sollten die Panzer über genügend Feuerkraft verfügen, um jeden Gegner zu pulverisieren. Die Entwicklung neuer Panzerkanonen würde diese Fähigkeit verbessern, jedoch auf Kosten geringerer Zuverlässigkeit: Wir würden bei unseren Angriffen mehr Panzer durch mechanische Defekte verlieren.;;Para sacar el mayor provecho de nuestras brigadas acorazadas pesadas, deberían contar con suficiente potencia de fuego para acabar con cualquier oposición. Si desarrollamos nuevos cañones para nuestros tanques, podrán dañar unidades enemigas más rápido. Sin embargo, esto se conseguirá sacrificando algo de fiabilidad, lo que implica que podremos perder más tanques por fallos mecánicos durante el ataque.;;;;;;;;;x;
heavy_tank_engine_desc;Although our heavy armour brigades are slowed down by their improved armour and weapons, we should make sure they still have good mobility on the battlefield. Recent advances in engine technology show we can improve the speed of these tanks. However, the new engines may not be as reliable, especially when we are on the offensive.;Même si l'amélioration du blindage et des armes ralentit nos brigades de blindés lourds, nous devons nous assurer qu'elles disposent toujours d'une bonne mobilité sur le champ de bataille. Les progrès récents de la technologie du moteur nous ont montré qu'il nous était possible d'augmenter la vitesse de ces chars. Cependant, il se peut que les nouveaux moteurs ne soient pas aussi fiables, spécialement lorsque nous prenons l'offensive.;Unsere schweren Panzerbrigaden sind aufgrund verbesserter Panzerungen und Waffen langsamer geworden. Wir müssen sicherstellen, dass sie auf dem Schlachtfeld immer noch mobil genug sind. Jüngste Motor-Neuentwicklungen zeigen, dass wir die Geschwindigkeit dieser Panzer erhöhen können. Die neuen Motoren könnten sich jedoch besonders im Angriff als weniger zuverlässig erweisen.;;Si bien nuestras brigadas acorazadas pesadas están ralentizadas debido a sus armas y blindaje mejorados, deberíamos asegurarnos de que siguen gozando de una buena movilidad en el campo de batalla. Recientes avances en la tecnología del motor indican que podemos mejorar la velocidad de estos tanques. No obstante, puede que los nuevos motores no sean tan fiables, especialmente cuando ataquemos.;;;;;;;;;x,;
heavy_tank_armour_desc;As enemy weapons advance, they start to pose a threat to our heavy armour brigades. If we research new armour for these tanks, then this should help defend against these weapons. This will mean divisions with these tanks will take fewer losses. However, the increased weight of the armor does slow our tanks down.;L'évolution des armes ennemies commence à représenter une menace grandissante pour nos brigades de blindés lourds. Si nous étudions de nouveaux blindages pour nos brigades de chars lourds, ceci devrait nous aider à nous défendre contre ces armes. Grâce à ces nouveaux blindages, les divisions composées de chars lourds subiront moins de pertes. Cependant, le poids plus important du blindage ralentit nos chars.;Die Weiterentwicklung feindlicher Waffen beginnt, für unsere schweren Panzerbrigaden eine zunehmend große Bedrohung darzustellen. Wenn wir neue Panzerungen für diese Panzer erforschen würden, sollten sie sich besser gegen diese Waffen verteidigen können. Dies bedeutet, dass Divisionen mit diesen Panzern geringere Verluste erleiden, die Panzer aber durch das erhöhte Gewicht verlangsamt werden würden.;;A medida que mejoran las armas del enemigo, empiezan a suponer una amenaza para nuestras brigadas acorazadas pesadas. Si investigamos un nuevo blindaje para estos tanques, serviría para que se defendieran contras esas armas. Esto supondrá que las divisiones con esos tanques sufrirán menos bajas. Aun así, el peso cada vez mayor del blindaje ralentizará nuestros tanques.;;;;;;;;;x,;
